id,text
1,德国的首都是柏林。
2,德国的首都叫柏林。
3,法国的首都是巴黎。
4,法国的首都叫巴黎。
5,意大利的首都是罗马。
6,意大利的首都叫罗马。
7,西班牙的首都是马德里。
8,西班牙的首都叫马德里。
9,葡萄牙的首都是里斯本。
10,葡萄牙的首都叫里斯本。
11,荷兰的首都是阿姆斯特丹。
12,荷兰的首都叫阿姆斯特丹。
13,阿姆斯特丹。
14,比利时的首都是布鲁塞尔。
15,比利时的首都叫布鲁塞尔。
16,奥地利的首都是维也纳。
17,奥地利的首都叫维也纳。
18,瑞士的首都是伯尔尼。
19,瑞士的首都叫伯尔尼。
20,波兰的首都是华沙。
21,波兰的首都叫华沙。
22,捷克的首都是布拉格。
23,捷克的首都叫布拉格。
24,匈牙利的首都是布达佩斯。
25,匈牙利的首都叫布达佩斯。
26,希腊的首都是雅典。
27,希腊的首都叫雅典。
28,土耳其的首都是安卡拉。
29,土耳其的首都叫安卡拉。
30,挪威的首都是奥斯陆。
31,挪威的首都叫奥斯陆。
32,瑞典的首都是斯德哥尔摩。
33,瑞典的首都叫斯德哥尔摩。
34,斯德哥尔摩。
35,芬兰的首都是赫尔辛基。
36,芬兰的首都叫赫尔辛基。
37,丹麦的首都是哥本哈根。
38,丹麦的首都叫哥本哈根。
39,英国的首都是伦敦。
40,英国的首都叫伦敦。
41,爱尔兰的首都是都柏林。
42,爱尔兰的首都叫都柏林。
43,美国的首都是华盛顿。
44,美国的首都叫华盛顿。
45,加拿大的首都是渥太华。
46,加拿大的首都叫渥太华。
47,墨西哥的首都是墨西哥城。
48,墨西哥的首都叫墨西哥城。
49,巴西的首都是巴西利亚。
50,巴西的首都叫巴西利亚。
51,阿根廷的首都是布宜诺斯艾利斯。
52,阿根廷的首都叫布宜诺斯艾利斯。
53,布宜诺斯艾利斯。
54,日本的首都是东京。
55,日本的首都叫东京。
56,中国的首都是北京。
57,中国的首都叫北京。
58,印度的首都是新德里。
59,印度的首都叫新德里。
60,澳大利亚的首都是堪培拉。
61,澳大利亚的首都叫堪培拉。
62,埃及的首都是开罗。
63,埃及的首都叫开罗。
64,德国有16个州。
65,德国大约有8300到8400万人。
66,巴西说葡萄牙语。
67,日本的货币是日元。
68,美国的货币是美元。
69,"通常数7个大洲:非洲,南极洲,亚洲,澳洲,欧洲,北美洲,南美洲。"
70,"有争议:常说尼罗河和亚马逊河,都超过6500公里。"
71,按面积世界最大的是俄罗斯。
72,世界最大的动物是蓝鲸。
73,"有5个大洋:大西洋,太平洋,印度洋,南大洋和北冰洋。"
74,"最高的山是珠穆朗玛峰,约8848米。"
75,第一次登月是1969年阿波罗11号。
76,二战从1939持续到1945。
77,一战从1914持续到1918。
78,柏林墙是1961到1989年东西柏林之间的隔离边界。
79,柏林墙在1989年11月9日倒塌。
80,"电话是1876年贝尔申请专利,莫伊奇有先驱工作。"
81,相对论是爱因斯坦提出的。
82,"民主意思是人民当家,通常通过自由选举和基本权利。"
83,"欧盟是欧洲国家联盟,有统一市场和共同机构。"
84,欧盟有27个成员国。
85,"基本法是德国宪法,1949年以来有效。"
86,德国在1990年统一。
87,"中世纪是从大约500到1500年的时期,在古代和现代之间。"
88,"达芬奇是意大利艺术家和发明家,蒙娜丽莎很著名。"
89,"居里夫人研究放射性,获得两次诺贝尔奖。"
90,"法国大革命1789年以来推翻君主制,自由平等博爱。"
91,"人权是每个人的基本权利,比如生命自由平等。"
92,"通货膨胀意思是价格上涨,钱贬值。"
93,工业化是18世纪以来转向机器和工厂。
94,"基础是1969年ARPANET,万维网1989年以来。"
95,汽车是奔驰1886年发明的。
96,第一次动力飞行是1903年莱特兄弟。
97,联邦议院18岁起。德国欧洲选举16岁起。
98,"选民投票,计票,按结果分配席位。"
99,独裁是一个人或集团无自由选举统治;民主权力来自人民。
100,可持续意思是生活让后代也有足够资源。
101,"霸凌是重复欺负。和信任的人谈,保留证据,求助。"
102,和平意思是不带战争暴力一起生活。
103,自由意思是自由生活不伤害别人。
104,公正意思是对每个人公平平等。
105,天空蓝色是因为瑞利散射:蓝光比红光散射更多。
106,"雨通过蒸发形成:水上升,冷却,成云,落成水滴。"
107,光合作用用光水CO2制造糖和氧。
108,天气是短期状态;气候是大约30年平均。
109,"冰箱用制冷剂把热量从里泵到外:里面蒸发吸热,外面放热。"
110,"电简单说是电荷定向运动,通常是电线里的电子。"
111,"水是H2O,氢和氧的化合物。"
112,"病毒是很小的病原,没有宿主细胞不能繁殖。"
113,人工智能是从数据学习识别模式解决任务的程序。
114,"浏览器是打开网页的程序,比如Chrome,Firefox,Edge或Safari。"
115,"应用是程序,通常手机用,比如消息照片游戏。"
116,"水稳定循环和专注,帮助肾和皮肤,预防头痛。"
117,"大约2分钟,每天两次。"
118,"重力是质量间吸引。地球把一切往下拉,所以东西掉落。"
119,"空气是气体混合,主要是氮和氧。"
120,心脏把血泵到全身。
121,"肺吸入氧气,排出二氧化碳。"
122,睡眠帮助恢复记忆和免疫。
123,"发烧是体温升高,常常防御感染。"
124,"强密码很长,每个服务唯一,保存在密码管理器。"
125,Wi-Fi是不用线的无线局域网上网。
126,"云是网上的服务器,存数据用服务。"
127,GPS用几颗卫星信号和传播时间定位。
128,"白天黑夜因为地球自转。向阳面白天,另一面黑夜。"
129,四季来自地轴倾斜:每个半球轮流倾向太阳。
130,月亮发光因为反射太阳光。
131,"太阳是炽热气体的恒星,给光和热。"
132,"太阳系有8颗行星:水星,金星,地球,火星,木星,土星,天王星,海王星。"
133,"原子是物质最小单位,由核和电子组成。"
134,回收收集垃圾做成新产品。
135,温室效应留住热量。太多温室气体加热气候。
136,"蜜蜂给植物授粉,保证收成和多样性。"
137,"叶子绿色因为叶绿素,光合作用的色素。"
138,"哺乳动物有毛,生小崽,用奶喂养。"
139,电池把化学能变成电能。
140,太阳能电池把光直接变成电。
141,病毒是传播造成损害的有害程序。用更新和小心防护。
142,"塑料几乎不腐烂,污染自然和海洋,变成微塑料。"
143,地震是板块突然移动释放能量。
144,蜂蜜是蜜蜂用花蜜做的。
145,25乘4是100。
146,200的12%是24。
147,16:45到。
148,剩2个苹果。
149,每人25欧元。
150,2小时是120分钟。
151,"一年365天,闰年366天。"
152,一分钟60秒。
153,32加27是59。
154,95减54是41。
155,6乘11是66。
156,4除以2是2。
157,200的25%是50。
158,16加22是38。
159,54减48是6。
160,7乘10是70。
161,120除以12是10。
162,1000的15%是150。
163,42加30是72。
164,50减21是29。
165,6乘3是18。
166,144除以12是12。
167,100的25%是25。
168,18加23是41。
169,32减25是7。
170,4乘5是20。
171,12除以2是6。
172,300的25%是75。
173,45加15是60。
174,27减13是14。
175,3乘4是12。
176,52除以4是13。
177,200的15%是30。
178,29加3是32。
179,6减5是1。
180,10乘2是20。
181,40除以8是5。
182,500的15%是75。
183,55加50是105。
184,31减2是29。
185,4乘7是28。
186,60除以3是20。
187,500的5%是25。
188,22加29是51。
189,65减63是2。
190,5乘9是45。
191,56除以8是7。
192,100的15%是15。
193,45加26是71。
194,46减13是33。
195,1000的50%是500。
196,44加26是70。
197,87减9是78。
198,5乘11是55。
199,143除以11是13。
200,1000的20%是200。
201,42加29是71。
202,69减16是53。
203,3乘9是27。
204,128除以8是16。
205,400的20%是80。
206,34加16是50。
207,53减40是13。
208,10乘11是110。
209,36除以2是18。
210,62减20是42。
211,11乘2是22。
212,33除以11是3。
213,36加31是67。
214,47减18是29。
215,11乘7是77。
216,85除以5是17。
217,400的25%是100。
218,5加57是62。
219,21减17是4。
220,3乘5是15。
221,24除以4是6。
222,100的5%是5。
223,34加18是52。
224,38减6是32。
225,4乘2是8。
226,70除以7是10。
227,31加15是46。
228,73减3是70。
229,8乘5是40。
230,90除以9是10。
231,200的50%是100。
232,6加8是14。
233,76减58是18。
234,9乘5是45。
235,51除以3是17。
236,59加6是65。
237,24减13是11。
238,4乘3是12。
239,21除以7是3。
240,55加20是75。
241,20减15是5。
242,4乘11是44。
243,16除以8是2。
244,500的50%是250。
245,31加59是90。
246,67减11是56。
247,3乘12是36。
248,95除以5是19。
249,300的50%是150。
250,58加48是106。
251,30减19是11。
252,12乘8是96。
253,22加56是78。
254,85减37是48。
255,12乘11是132。
256,40除以5是8。
257,200的10%是20。
258,12加46是58。
259,79减61是18。
260,2乘4是8。
261,30除以6是5。
262,21:45结束。
263,约在12:30。
264,17:05好。
265,5小时15分钟。
266,19:30读完。
267,"最好每天短时用卡片,在句子里主动用加重复。"
268,"定预算,查订阅,多做饭,比价格,先存固定金额。"
269,"做简单番茄酱:调味,煮,浇在面上,撒奶酪。"
270,"带:证件或护照,票,钱,手机加充电器,药,卫生用品和手提换洗。"
271,"说出错,负责,表歉意,提弥补,简短真诚。"
272,"定交通酒店,每天选2-3景点,留吃饭走路余地,定日预算。"
273,"是的,带上。80%很可能下雨。"
274,"都有优点:纸不分心好记,手机可搜随身。"
275,"先收垃圾,再收洗衣,归位,最后擦。"
276,"卷衣服不叠,重的下,袜子填空。"
277,"洗米,双倍水烧开,焖10-12分钟。"
278,"多水加盐烧开,煮8-10分钟,捞出。"
